T_mu,sigma,omega,n_B,P,epsilon
"(111.51515151515152, 1456.3758389261743)",29.87782644614943,109.552882021169,1.0957915261265219,498.32928558403944,1097.5550175666665
"(112.72727272727273, 1456.3758389261743)",29.754770266772933,109.9075246452867,1.0993388027774431,502.480254727757,1098.570216431338
"(113.93939393939394, 1456.3758389261743)",29.632568346603392,110.26362791156646,1.1029006870559932,506.67119832073377,1099.5667150426923
"(115.15151515151514, 1456.3758389261743)",29.5112092608489,110.62117410208289,1.1064770090841578,510.9020492207512,1100.5443331367132
"(116.36363636363637, 1456.3758389261743)",29.39067808694836,110.98014732177269,1.110067601629137,515.1727664563904,1101.5028681310105
"(117.57575757575758, 1456.3758389261743)",29.27096050657208,111.34053260190448,1.113672318759903,519.4832857106308,1102.4421718121807
"(118.7878787878788, 1456.3758389261743)",29.15203740151048,111.70231596291002,1.1172910198852735,523.833567256394,1103.362079153702
"(120.0, 1456.3758389261743)",29.033890709147972,112.06548413950661,1.1209235729954852,528.2235735826586,1104.2624354107659
"(0.0, 1466.4429530201342)",38.21858073300734,91.926925435063,0.9194896937540602,313.59939446464915,1034.7797873156337
"(1.2121212121212122, 1466.4429530201342)",38.21894363961068,91.92801315606708,0.919500575890135,313.62141027737425,1034.7737295346692
"(2.4242424242424243, 1466.4429530201342)",38.22003122186176,91.93127695792514,0.9195332281240356,313.68745292552944,1034.755569524818
"(3.6363636363636367, 1466.4429530201342)",38.22184205810872,91.93671906375243,0.9195876621340838,313.79750796253484,1034.7253388582524
"(4.848484848484849, 1466.4429530201342)",38.22437319681433,91.94433858099579,0.9196638666745993,313.95155136021725,1034.6830450719972
"(6.0606060606060606, 1466.4429530201342)",38.22760613824126,91.95416315885697,0.9197621401545687,314.1495510264403,1034.629157857944
"(7.272727272727273, 1466.4429530201342)",38.2314794220616,91.96622717394301,0.9198828213518329,314.3914744810826,1034.5642064945919
"(8.484848484848484, 1466.4429530201342)",38.2358220157322,91.98066253572074,0.9200271939518635,314.67730835058273,1034.4900868070156
"(9.696969696969697, 1466.4429530201342)",38.24032442192103,91.99769823130876,0.9201975855496607,315.00708171219225,1034.4101830032496
"(10.90909090909091, 1466.4429530201342)",38.24454925846452,92.01765883750846,0.9203972456540546,315.3808842325583,1034.3291706359714
"(12.121212121212121, 1466.4429530201342)",38.249039715344495,92.03531764891876,0.920573875815572,315.79889216375403,1034.1701807604238
"(13.333333333333332, 1466.4429530201342)",38.250028358019094,92.0679515288136,0.9209002844278437,316.2612714479835,1034.186461085465
"(14.545454545454547, 1466.4429530201342)",38.25015618507733,92.0991319136152,0.9212121718093168,316.76835477759124,1034.1367428085546
"(15.75757575757576, 1466.4429530201342)",38.24782474267478,92.13488258208443,0.9215697590587133,317.3204422169568,1034.1090366711562
"(16.96969696969697, 1466.4429530201342)",38.24255278065341,92.17557701168731,0.921976798374705,317.9178801167276,1034.1084987079237
"(18.181818181818183, 1466.4429530201342)",38.23391662520021,92.221549365305,0.9224366355715479,318.56102972084915,1034.1396741206488
"(19.393939393939394, 1466.4429530201342)",38.221552395886384,92.27309279468679,0.922952201268408,319.2502562905143,1034.206495233963
"(20.606060606060606, 1466.4429530201342)",38.20515506640667,92.33045966033924,0.9235260079712582,319.98592039481497,1034.312285925453
"(21.81818181818182, 1466.4429530201342)",38.18447384673686,92.39386415695633,0.9241602058030072,320.7683700563894,1034.4598512050673
"(23.030303030303028, 1466.4429530201342)",38.15930777925159,92.46348456860181,0.9248565682761678,321.5979355854646,1034.6514615175063
"(24.242424242424242, 1466.4429530201342)",38.129500448403114,92.53946698161094,0.9256165583002458,322.47492684570216,1034.8889522724435
"(25.454545454545457, 1466.4429530201342)",38.09493516423555,92.62192777579871,0.926441391753293,323.39962908273543,1035.1738212400464
"(26.666666666666664, 1466.4429530201342)",38.055532430502204,92.71095540969584,0.9273318739049831,324.37230207371806,1035.5069895252
"(27.87878787878788, 1466.4429530201342)",38.01124194158129,92.80661986037295,0.9282887471842887,325.39317954753443,1035.8893121287547
"(29.090909090909093, 1466.4429530201342)",37.96204405573795,92.90896053222521,0.9293124007052761,326.4624688369771,1036.321152331498
"(30.303030303030305, 1466.4429530201342)",37.90794140898852,93.01800247854342,0.930403084711063,327.58035069328906,1036.8026963494444
"(31.51515151515152, 1466.4429530201342)",37.8489615938784,93.13375147710487,0.9315608561185799,328.74698103505744,1037.333871729437
"(32.72727272727273, 1466.4429530201342)",37.785151026553976,93.2561965181892,0.9327855864309594,329.9624894101239,1037.91436049031
"(33.93939393939394, 1466.4429530201342)",37.71657295873736,93.38531144008878,0.9340770663085625,331.22698302403757,1038.5437484418746
"(35.15151515151515, 1466.4429530201342)",37.64330904025205,93.52105625937658,0.9354348179073697,332.54054417517904,1039.2212525547557
"(36.36363636363637, 1466.4429530201342)",37.565452702059204,93.66337809699652,0.9368583840483529,333.9032339110808,1039.9461413544566
"(37.57575757575758, 1466.4429530201342)",37.48311320784928,93.81221262323187,0.9383470862346441,335.3150872587377,1040.7173848370323
"(38.78787878787879, 1466.4429530201342)",37.39640886855276,93.96748479877608,0.9399001803367742,336.7761412736487,1041.5338547235672
"(40.0, 1466.4429530201342)",37.30546967206326,94.12910995687847,0.9415168195302859,338.2863791600338,1042.3943259900834
"(41.21212121212121, 1466.4429530201342)",37.21043412864642,94.29699467767004,0.9431960731224491,339.8457901782351,1043.2974445684438
"(42.42424242424242, 1466.4429530201342)",37.11144834421204,94.4710376547338,0.9449369169897123,341.45434076824387,1044.2417421998912
"(43.63636363636364, 1466.4429530201342)",37.00866633772112,94.6511306622171,0.9467382744760241,343.11198018518724,1045.2256907746198
"(44.84848484848485, 1466.4429530201342)",36.9022468099728,94.83715918203765,0.9485990095838865,344.81864396065185,1046.2476888855172
"(46.060606060606055, 1466.4429530201342)",36.79235381484163,95.0290033602363,0.9505179120805439,346.5742523981672,1047.306041491758
"(47.27272727272727, 1466.4429530201342)",36.679155345286986,95.22653872004165,0.9524937390507086,348.37871223169634,1048.3990191950138
"(48.484848484848484, 1466.4429530201342)",36.56282179268736,95.42963691116303,0.9545252092476694,350.2319209412282,1049.5248456400855
"(49.696969696969695, 1466.4429530201342)",36.44352647054753,95.63816643631971,0.9566109997590059,352.1337589536881,1050.6817004244513
"(50.909090909090914, 1466.4429530201342)",36.321442392839685,95.85199341667374,0.9587497857953328,354.0840995708474,1051.8677675182814
"(52.121212121212125, 1466.4429530201342)",36.19674421376145,96.07098207660329,0.9609401972379786,356.0828045759316,1053.0811759374799
"(53.33333333333333, 1466.4429530201342)",36.0696055748277,96.29499560305933,0.9631808791287338,358.12972682927693,1054.3200858527925
"(54.54545454545455, 1466.4429530201342)",35.940199737544,96.52389652175607,0.9654704283515052,360.2247125578175,1055.5825934475777
"(55.75757575757576, 1466.4429530201342)",35.8086968806026,96.75754744376387,0.967807497318011,362.367595950122,1056.8668883719276
"(56.96969696969697, 1466.4429530201342)",35.67526548706138,96.99581164077506,0.9701907155082989,364.55820707204526,1058.1711307706616
"(58.18181818181819, 1466.4429530201342)",35.54007136938079,97.23855319934404,0.9726187089013144,366.79636902103783,1059.4934826228357
"(59.3939393939394, 1466.4429530201342)",35.40327581489013,97.48563774777098,0.9750901469286148,369.0818991777274,1060.8321753451073
"(60.60606060606061, 1466.4429530201342)",35.26503756266307,97.73693333251872,0.9776037050510191,371.4146095205449,1062.185454597896
"(61.81818181818181, 1466.4429530201342)",35.125508970546115,97.99230942932786,0.9801580730601428,373.7943076235466,1063.5515914612934
"(63.03030303030304, 1466.4429530201342)",34.98483925247737,98.2516385842012,0.9827520044437861,376.2207974583815,1064.92895402462
"(64.24242424242425, 1466.4429530201342)",34.843173036140364,98.5147960654671,0.9853841941202478,378.6938815406766,1066.3158259443846
"(65.45454545454545, 1466.4429530201342)",34.700646709272675,98.78166063497366,0.9880534916461828,381.2133558549835,1067.7107241764993
"(66.66666666666667, 1466.4429530201342)",34.5573951270141,99.05211386884085,0.9907586616859507,383.7790176680756,1069.112039904946
"(67.87878787878788, 1466.4429530201342)",34.41354378138182,99.3260413312443,0.9934985959597605,386.39066137925676,1070.5183535013316
"(69.0909090909091, 1466.4429530201342)",34.26921459677774,99.60333196916807,0.9962721672491428,389.0480808349261,1071.928218117676
"(70.3030303030303, 1466.4429530201342)",34.12452348228944,99.88387848616834,0.9990783046291911,391.7510693331881,1073.340270005592
"(71.51515151515152, 1466.4429530201342)",33.979579917098455,100.16757745331512,1.0019159778289366,394.4994197863155,1074.7532054192056
"(72.72727272727273, 1466.4429530201342)",33.83451876789651,100.45449462275292,1.0047858348074572,397.29292652300717,1076.168180224841
"(73.93939393939394, 1466.4429530201342)",33.68939411405447,100.7442972863416,1.007684555853755,400.1313832946451,1077.580532504318
"(75.15151515151516, 1466.4429530201342)",33.54424181182446,101.03661371482832,1.0106084217079347,403.0145854815673,1078.9850127948337
"(76.36363636363636, 1466.4429530201342)",33.39926767565898,101.33196632298387,1.0135626554625534,405.94233145712786,1080.3894820903076
"(77.57575757575758, 1466.4429530201342)",33.25450225361148,101.63001236894698,1.0165438306230672,408.9144194277147,1081.789117425575
"(78.78787878787878, 1466.4429530201342)",33.1100135875171,101.93063209523802,1.0195507493173208,411.9306509257294,1083.182360657053
"(80.0, 1466.4429530201342)",32.965896050969384,102.23386753999247,1.022583823164347,414.9908297035231,1084.5700116482203
"(81.21212121212122, 1466.4429530201342)",32.8221898625057,102.53952691595573,1.0256411577825675,418.09476210688393,1085.9494860507737
"(82.42424242424242, 1466.4429530201342)",32.678964494326905,102.84758018952101,1.028722438435116,421.24225863338364,1087.320511823481
"(83.63636363636364, 1466.4429530201342)",32.53627526578786,103.1579611618122,1.0318269825662467,424.4331313458432,1088.6822759744582
"(84.84848484848484, 1466.4429530201342)",32.394173127207026,103.47060689564596,1.0349541902641304,427.6671965460366,1090.0340824654565
"(86.06060606060606, 1466.4429530201342)",32.25270484055086,103.78545772614544,1.0381034529854256,430.9442739688498,1091.3752191674957
"(87.27272727272728, 1466.4429530201342)",32.11191265712161,104.1024569265801,1.0412742056495385,434.26418794985346,1092.7050330865504
"(88.48484848484848, 1466.4429530201342)",31.971835339218767,104.42155061918302,1.0444659196730437,437.62676554247304,1094.0229220317556
"(89.6969696969697, 1466.4429530201342)",31.83250757167495,104.74268794000575,1.0476780489047548,441.0318387726131,1095.328253077648
"(90.9090909090909, 1466.4429530201342)",31.69396039200529,105.06582053333933,1.0509101605961733,444.4792378635652,1096.6205613999505
"(92.12121212121211, 1466.4429530201342)",31.556221455736353,105.39090268412198,1.0541617584956569,447.96881925791917,1097.8992628313495
"(93.33333333333333, 1466.4429530201342)",31.419315306808183,105.71789106906061,1.0574324427492878,451.50041114020155,1099.163942824358
"(94.54545454545455, 1466.4429530201342)",31.283263666877005,106.04674470066804,1.0607217439287948,455.0738680145345,1100.4140584850738
"(95.75757575757576, 1466.4429530201342)",31.148083490290812,106.37742494816206,1.0640293542543051,458.68904408551685,1101.6493042672726
"(96.96969696969697, 1466.4429530201342)",31.01379268094587,106.7098949854276,1.067354838311304,462.3457972110713,1102.8691838024852
"(98.18181818181819, 1466.4429530201342)",30.88040182020589,107.04412032091093,1.0706978936530471,466.04399064050097,1104.073390320511
"(99.39393939393939, 1466.4429530201342)",30.747922623941154,107.38006815030269,1.0740581720726357,469.783492473949,1105.2615450956541
"(100.6060606060606, 1466.4429530201342)",30.616362681347223,107.71770751549629,1.0774353802584904,473.56417477320633,1106.4333459414256
"(101.81818181818183, 1466.4429530201342)",30.48572783286131,108.05700920989366,1.0808292113969322,477.38591520030985,1107.5884652710301
"(103.03030303030303, 1466.4429530201342)",30.356021457116686,108.39794556858025,1.0842393926979004,481.2485976946318,1108.726619114034
"(104.24242424242425, 1466.4429530201342)",30.22724489456845,108.74049060514197,1.0876656643721316,485.1521086619946,1109.84754009848
"(105.45454545454545, 1466.4429530201342)",30.09939832815625,109.08461955679732,1.0911077791797161,489.0963409426887,1110.9509728208548
"(106.66666666666666, 1466.4429530201342)",29.97247913921481,109.43030915046623,1.094565507477539,493.0811648076903,1112.0367102516536
"(107.87878787878788, 1466.4429530201342)",29.846483055806225,109.77753748403717,1.0980386194504286,497.1065682619076,1113.10442737513
"(109.0909090909091, 1466.4429530201342)",29.721404275789876,110.12628385387313,1.1015269193988613,501.17237500773064,1114.1540135067066
"(110.30303030303031, 1466.4429530201342)",29.59723479685981,110.47652862152705,1.1050302002747951,505.2785272560997,1115.185222811301
"(111.51515151515152, 1466.4429530201342)",29.473965576020305,110.82825330971464,1.1085482909527673,509.4249437780906,1116.1978855721084
"(112.72727272727273, 1466.4429530201342)",29.351584845959415,111.18144061713899,1.112081028450121,513.6115507845319,1117.1918365735314
"(113.93939393939394, 1466.4429530201342)",29.2300816337378,111.53607398846705,1.1156282015189938,517.8382783589681,1118.1668359490864
"(115.15151515151514, 1466.4429530201342)",29.109440202843803,111.8921381094265,1.1191896970160673,522.105063421879,1119.122780860072
"(116.36363636363637, 1466.4429530201342)",28.98964587000119,112.24961823084575,1.122765355450537,526.4118479001196,1120.0594954954665
"(117.57575757575758, 1466.4429530201342)",28.870681361171464,112.60850065591367,1.12635504022154,530.7585799007638,1120.9768314308237
"(118.7878787878788, 1466.4429530201342)",28.75252803275074,112.96877885462567,1.1299586861444486,535.1452153368928,1121.8747371635234
"(120.0, 1466.4429530201342)",28.635164429085197,113.33042148354167,1.1335759798613885,539.5717154060411,1122.7527919745855
"(0.0, 1476.510067114094)",37.991348293079014,93.13325917700666,0.9315559239439217,322.91674914044614,1052.5349506425255
"(1.2121212121212122, 1476.510067114094)",37.99171011614664,93.13434182967703,0.9315667497743049,322.93887422056787,1052.5288100099492
"(2.4242424242424243, 1476.510067114094)",37.99279503895496,93.13759050329736,0.9315992539772695,323.00524475154725,1052.510432261871
"(3.6363636363636367, 1476.510067114094)",37.99460098422333,93.1430071598966,0.9316534524155923,323.11584519923866,1052.4798563539848
