T_mu,sigma,omega,n_B,P,epsilon
"(82.42424242424242, 1436.2416107382548)",33.89331576733779,98.95034269916258,0.9897407096984924,390.7626433342335,1030.7441477763525
"(83.63636363636364, 1436.2416107382548)",33.752465740874314,99.26215884509921,0.9928596178447189,393.8595262926837,1032.1267704775837
"(84.84848484848484, 1436.2416107382548)",33.61193553459468,99.5764468766939,0.996003251822983,396.99888546792,1033.5024292308608
"(86.06060606060606, 1436.2416107382548)",33.47178364413647,99.89314375568648,0.9991709795648802,400.18056240642073,1034.870374686763
"(87.27272727272728, 1436.2416107382548)",33.332062632707654,100.21217786476619,1.0023620857497488,403.404396211304,1036.2297403688722
"(88.48484848484848, 1436.2416107382548)",33.19282200298533,100.53348838884078,1.00557596191436,406.6702352472336,1037.579804012317
"(89.6969696969697, 1436.2416107382548)",33.05410709788205,100.85701562771801,1.008812010207194,409.9779268834933,1038.919859588584
"(90.9090909090909, 1436.2416107382548)",32.9159602527837,101.18270467012746,1.0120696816646564,413.3273216142563,1040.2492681591427
"(92.12121212121211, 1436.2416107382548)",32.778417510340674,101.51049493988141,1.0153483802875733,416.7182751862795,1041.567317978423
"(93.33333333333333, 1436.2416107382548)",32.64151505456923,101.84034128663401,1.018647624700999,420.15064761102707,1042.8734576642332
"(94.54545454545455, 1436.2416107382548)",32.50528288557491,102.17219268415492,1.0219669344747013,423.6243005148477,1044.1671355763337
"(95.75757575757576, 1436.2416107382548)",32.369748585068734,102.50600243368557,1.025305835467296,427.13910088323973,1045.4478037476415
"(96.96969696969697, 1436.2416107382548)",32.234937522036894,102.84172640191686,1.0286638761854303,430.69491850289796,1046.7149439379214
"(98.18181818181819, 1436.2416107382548)",32.10087070297531,103.17932259023173,1.0320406485853035,434.29162984841975,1047.9680936230898
"(99.39393939393939, 1436.2416107382548)",31.967567041849577,103.51875125439379,1.0354357491520692,437.92911179454745,1049.2067963835918
"(100.6060606060606, 1436.2416107382548)",31.835043787251887,103.85998087868852,1.038848863206244,441.60724890123646,1050.4307157037042
"(101.81818181818183, 1436.2416107382548)",31.70331252691273,104.20295642205477,1.042279441153609,445.3259280865215,1051.6391753153057
"(103.03030303030303, 1436.2416107382548)",31.57238666145515,104.54766323559537,1.0457273358961374,449.0850406653235,1052.832072635169
"(104.24242424242425, 1436.2416107382548)",31.442272968245994,104.89406268217343,1.0491921614363824,452.88448411128445,1054.0089558040565
"(105.45454545454545, 1436.2416107382548)",31.312980036884625,105.2421243353299,1.0526736050029788,456.724158740835,1055.1694752902888
"(106.66666666666666, 1436.2416107382548)",31.18451058781063,105.59181918141579,1.0561713992271244,460.6039709620065,1056.313340679635
"(107.87878787878788, 1436.2416107382548)",31.05686784269653,105.94311997071735,1.0596852431963582,464.5238315770612,1057.4402089868356
"(109.0909090909091, 1436.2416107382548)",30.930051300802305,106.29600080939136,1.0632149045407184,468.4836559279631,1058.5498311305182
"(110.30303030303031, 1436.2416107382548)",30.80405990163545,106.65043721460522,1.0667601183284998,472.4833647427949,1059.6419058766612
"(111.51515151515152, 1436.2416107382548)",30.67888969514144,107.00640598427564,1.0703206592910055,476.5228838284518,1060.7161838780928
"(112.72727272727273, 1436.2416107382548)",30.554535622437776,107.36388520670883,1.0738963060392022,480.6021429466871,1061.7724174049183
"(113.93939393939394, 1436.2416107382548)",30.430989466128942,107.72285433321925,1.0774868609861448,484.72108123997697,1062.8103835320699
"(115.15151515151514, 1436.2416107382548)",30.30824277250621,108.08329365743252,1.081092119014698,488.8796356731713,1063.829850696932
"(116.36363636363637, 1436.2416107382548)",30.186284931880095,108.44518465298404,1.0847118963328404,493.07772749118,1064.8306336848457
"(117.57575757575758, 1436.2416107382548)",30.0651029208845,108.80851006130219,1.0883460216587804,497.31540491568364,1065.8124382720946
"(118.7878787878788, 1436.2416107382548)",29.94468213859105,109.17325329765863,1.0919943289527752,501.5925264092202,1066.7751675229536
"(120.0, 1436.2416107382548)",29.825007810166436,109.53939883795981,1.0956566623929083,505.90909357305634,1067.7185960382344
"(0.0, 1446.3087248322147)",38.682170492245135,89.51021370809778,0.8953167812455308,295.3294378411278,999.5750343629787
"(1.2121212121212122, 1446.3087248322147)",38.682535091919775,89.51131197274547,0.8953277605592406,295.35123354847383,999.5691181328439
"(2.4242424242424243, 1446.3087248322147)",38.683628124837696,89.51460759991949,0.8953607331169119,295.4166157205207,999.5514244586371
"(3.6363636363636367, 1446.3087248322147)",38.68544757596954,89.52010276891747,0.8954156912814701,295.52556949895705,999.5219571531022
"(4.848484848484849, 1446.3087248322147)",38.687989888094194,89.52780157401327,0.8954927090088041,295.67807004822004,999.4808480148488
"(6.0606060606060606, 1446.3087248322147)",38.69124587779292,89.53771247052185,0.8955918394770301,295.87408306352455,999.4282082606364
"(7.272727272727273, 1446.3087248322147)",38.695181321179525,89.54986329150823,0.8957133652038787,296.11356867464394,999.3644863685496
"(8.484848484848484, 1446.3087248322147)",38.69969502198599,89.56433094736819,0.8958580777047304,296.3964934885243,999.2908605072435
"(9.696969696969697, 1446.3087248322147)",38.70458309958488,89.5812690887813,0.8960275106867616,296.7228482928376,999.2095581031161
"(10.90909090909091, 1446.3087248322147)",38.70952874331805,89.60091617083535,0.8962240262445518,297.09266656310484,999.1239619986461
"(12.121212121212121, 1446.3087248322147)",38.714119376725534,89.623582588462,0.8964507416030684,297.5060352917143,999.0384936711127
"(13.333333333333332, 1446.3087248322147)",38.71788112582939,89.64962692170711,0.8967112435807413,297.96309750426053,998.9581977417108
"(14.545454545454547, 1446.3087248322147)",38.72031367665137,89.67943037082311,0.8970093603141079,298.4640488594979,998.8884152189602
"(15.75757575757576, 1446.3087248322147)",38.72092116182656,89.71337517398507,0.8973488790649908,299.0091283221952,998.8343846879088
"(16.96969696969697, 1446.3087248322147)",38.71923139363821,89.75182836050165,0.8977335153844158,299.59860724695363,998.801208627822
"(18.181818181818183, 1446.3087248322147)",38.714812299182974,89.79513180768251,0.8981666604277488,300.23277875913084,998.7934985709353
"(19.393939393939394, 1446.3087248322147)",38.70727707105117,89.84359642119924,0.8986513939578449,300.91194732448105,998.8154043393819
"(20.606060606060606, 1446.3087248322147)",38.69628661504136,89.89749923715762,0.899190572862367,301.6364196294523,998.8707511882664
"(21.81818181818182, 1446.3087248322147)",38.681551666683625,89.95708362998829,0.8997865592527299,302.40649755563885,998.962653578343
"(23.030303030303028, 1446.3087248322147)",38.66282791872953,90.02256003672949,0.9004414784274415,303.22247234718594,999.0938941032412
"(24.242424242424242, 1446.3087248322147)",38.639914853165855,90.09410736416405,0.9011571252654607,304.0846209148174,999.2667918013353
"(25.454545454545457, 1446.3087248322147)",38.61265019695148,90.17187521173011,0.9019349796996334,304.99320122226396,999.4832291486823
"(26.666666666666664, 1446.3087248322147)",38.580907642187604,90.25599766919336,0.9027764095268431,305.9484518907953,999.7449457805785
"(27.87878787878788, 1446.3087248322147)",38.544599481233796,90.34653785657507,0.9036820279260434,306.95059075559027,1000.0526107079153
"(29.090909090909093, 1446.3087248322147)",38.50365718648808,90.44360449959501,0.9046529309278113,307.9998122282145,1000.4076147177137
"(30.303030303030305, 1446.3087248322147)",38.45804583631,90.54723922558698,0.9056895291943963,309.09628994027776,1000.8103781227583
"(31.51515151515152, 1446.3087248322147)",38.40775305449599,90.65747601265136,0.9067921557176777,310.24017537523724,1001.2612310486521
"(32.72727272727273, 1446.3087248322147)",38.35278776523086,90.77433055840018,0.9079610035446588,311.43159797774655,1001.760323256307
"(33.93939393939394, 1446.3087248322147)",38.293179142478586,90.8978021695479,0.9091959996647112,312.67066705512116,1002.3074398424981
"(35.15151515151515, 1446.3087248322147)",38.2289729687118,91.02787507076192,0.910497036059835,313.95747110082044,1002.9023360863905
"(36.36363636363637, 1446.3087248322147)",38.160232131753716,91.16451935306071,0.911863805013933,315.2920794693563,1003.5444975809964
"(37.57575757575758, 1446.3087248322147)",38.08703350206611,91.30769256776239,0.9132958798415308,316.6745431699705,1004.2332561981497
"(38.78787878787879, 1446.3087248322147)",38.00946733964225,91.45734020365636,0.9147927150526078,318.104895084514,1004.9677901090226
"(40.0, 1446.3087248322147)",37.92763501871069,91.6133971376435,0.9163536601790379,319.58315144127386,1005.747142307603
"(41.21212121212121, 1446.3087248322147)",37.841649646325806,91.7757883180228,0.917977948962054,321.1093118441877,1006.5702049432125
"(42.42424242424242, 1446.3087248322147)",37.75163230661141,91.94442983450335,0.9196647909390836,322.68336170770056,1007.4358493484909
"(43.63636363636364, 1446.3087248322147)",37.65771374945826,92.11922971041058,0.9214131980982754,324.30527093829073,1008.3426766467987
"(44.84848484848485, 1446.3087248322147)",37.5600310885026,92.30008850115209,0.923222223846239,325.9749962115897,1009.2893610962257
"(46.060606060606055, 1446.3087248322147)",37.45872837061928,92.48690056546326,0.9250907912029837,327.69247990699665,1010.2744026718153
"(47.27272727272727, 1446.3087248322147)",37.35395462897987,92.67955433408775,0.9270177909440257,329.45765453685715,1011.2962645801734
"(48.484848484848484, 1446.3087248322147)",37.24586273889043,92.87793343575244,0.9290020545259235,331.2704381663922,1012.3533386815038
"(49.696969696969695, 1446.3087248322147)",37.134610886361024,93.0819171940214,0.9310423757681724,333.1307419045653,1013.4439693574557
"(50.909090909090914, 1446.3087248322147)",37.02035738917301,93.29138147356973,0.9331375292842996,335.03846160000813,1014.5664884722506
"(52.121212121212125, 1446.3087248322147)",36.903264851383966,93.50619918784527,0.9352862153318148,336.9934855002275,1015.7191279494776
"(53.33333333333333, 1446.3087248322147)",36.783495064704326,93.72624109734019,0.937487170390179,338.9956961874135,1016.9001777661675
"(54.54545454545455, 1446.3087248322147)",36.661211855590416,93.95137624306976,0.9397390561320556,341.04496302019567,1018.1078329291865
"(55.75757575757576, 1446.3087248322147)",36.53657661442011,94.18147283040885,0.9420405737503897,343.14114961503145,1019.3403513461026
"(56.96969696969697, 1446.3087248322147)",36.409752214307545,94.41639833300701,0.9443903921629351,345.284112370126,1020.5959514628437
"(58.18181818181819, 1446.3087248322147)",36.28089721026461,94.6560205755985,0.9467871922109214,347.47370260593334,1021.8728740481174
"(59.3939393939394, 1446.3087248322147)",36.15017068692933,94.90020761077074,0.9492296370690877,349.7097631935315,1023.1693427688066
"(60.60606060606061, 1446.3087248322147)",36.01774372146761,95.14910436295176,0.9517192100765047,351.99213337875005,1024.4876637453222
"(61.81818181818181, 1446.3087248322147)",35.883716523774204,95.40175432866783,0.9542463181921674,354.3206436124641,1025.8141320278855
"(63.03030303030304, 1446.3087248322147)",35.74828925339184,95.65885687696979,0.9568179575594999,356.6951332171616,1027.159026877283
"(64.24242424242425, 1446.3087248322147)",35.6115887091618,95.92001071207781,0.9594301194531166,359.1154188671226,1028.5167337647338
"(65.45454545454545, 1446.3087248322147)",35.473754619114686,96.18509265526473,0.9620815772384089,361.58132661609363,1029.8856525441554
"(66.66666666666667, 1446.3087248322147)",35.33492236801039,96.45398220526552,0.9647711174758695,364.0926758520299,1031.264208819446
"(67.87878787878788, 1446.3087248322147)",35.19518289334765,96.72617401766043,0.9674936882240375,366.64928710039584,1032.6452753981282
"(69.0909090909091, 1446.3087248322147)",35.054778593059865,97.00271677221538,0.9702597789980408,369.2509729318217,1034.0442107868212
"(70.3030303030303, 1446.3087248322147)",34.913712768531994,97.28233595350225,0.9730566414681698,371.8975532161339,1035.4427570952123
"(71.51515151515152, 1446.3087248322147)",34.772139266098215,97.56531135518101,0.9758870743446385,374.5888400507729,1036.8451500248618
"(72.72727272727273, 1446.3087248322147)",34.63016717170481,97.851538666867,0.9787500335157646,377.32464650185085,1038.250066401822
"(73.93939393939394, 1446.3087248322147)",34.487901335134396,98.14091684713499,0.9816445040970846,380.10478697723505,1039.6562239819712
"(75.15151515151516, 1446.3087248322147)",34.345439964281965,98.43334877665019,0.9845695291379113,382.92908085694694,1041.0624193391595
"(76.36363636363636, 1446.3087248322147)",34.20287638502659,98.72874073619207,0.9875241571726956,385.79733764458723,1042.4674668568616
"(77.57575757575758, 1446.3087248322147)",34.06029944315654,99.02700255497628,0.9905074908396189,388.7093763743789,1043.870249638627
"(78.78787878787878, 1446.3087248322147)",33.9177912571296,99.32804802437026,0.9935186676567624,391.66501228174855,1045.2697050339043
"(80.0, 1446.3087248322147)",33.77543002150762,99.63179418056377,0.996556857708795,394.6640750657401,1046.664803029866
"(81.21212121212122, 1446.3087248322147)",33.63328856186764,99.93816166285447,0.9996212671433333,397.70637641290267,1048.0545837843345
"(82.42424242424242, 1446.3087248322147)",33.49143458369758,100.24707460180048,1.0027111367050454,400.79174347108767,1049.438122031847
"(83.63636363636364, 1446.3087248322147)",33.34993150857672,100.55846049081053,1.0058257422982784,403.9200033391289,1050.81454340771
"(84.84848484848484, 1446.3087248322147)",33.208837895732046,100.87225014127475,1.008964391866654,407.0909866231223,1052.1830163786487
"(86.06060606060606, 1446.3087248322147)",33.0682072920506,101.18837766888154,1.0121264320654255,410.304524429711,1053.5427648998136
"(87.27272727272728, 1446.3087248322147)",32.92809043614872,101.50678010995229,1.0153112238666233,413.56045293451075,1054.8930285638605
"(88.48484848484848, 1446.3087248322147)",32.788533257345684,101.82739751200143,1.0185181554517682,416.85861177808545,1056.2330828518209
"(89.6969696969697, 1446.3087248322147)",32.64957714218286,102.15017320208361,1.0217466868919953,420.1988426250255,1057.5623051952766
"(90.9090909090909, 1446.3087248322147)",32.51126008549659,102.47505291012317,1.0249962629961216,423.58099191296196,1058.8800461787441
"(92.12121212121211, 1446.3087248322147)",32.37361685094264,102.80198519818761,1.028266375513305,427.00491024413225,1060.1857201123591
"(93.33333333333333, 1446.3087248322147)",32.23667880199144,103.1309212266823,1.0315565188746472,430.47045068667273,1061.4787427192769
"(94.54545454545455, 1446.3087248322147)",32.10047313301765,103.46181463620002,1.0348662464994978,433.97747172856225,1062.7586096180266
"(95.75757575757576, 1446.3087248322147)",31.965024803603654,103.79462139757784,1.0381951117030808,437.5258349317511,1064.0248132025704
"(96.96969696969697, 1446.3087248322147)",31.830354930406394,104.12929997798781,1.0415427019488666,441.11540613134827,1065.2768909826164
"(98.18181818181819, 1446.3087248322147)",31.69648375721753,104.46581056518865,1.0449086075435952,444.74605508218747,1066.5143806603949
"(99.39393939393939, 1446.3087248322147)",31.563425491884132,104.80411590041938,1.0482924774701072,448.4176623832661,1067.7368939577277
"(100.6060606060606, 1446.3087248322147)",31.43119483341063,105.1441803681842,1.0516939472702567,452.13010111302646,1068.944030677177
"(101.81818181818183, 1446.3087248322147)",31.2998029179847,105.48597028385493,1.0551126532789832,455.8832558546097,1070.1353802636509
"(103.03030303030303, 1446.3087248322147)",31.169257000075817,105.82945391271949,1.0585483168750869,459.6770179431372,1071.310648409757
"(104.24242424242425, 1446.3087248322147)",31.039565443019967,106.17460107997188,1.0620006038504606,463.5112795670693,1072.4694595589324
"(105.45454545454545, 1446.3087248322147)",30.910730516297235,106.52138325229004,1.0654692694129575,467.3859386077122,1073.6115617848538
"(106.66666666666666, 1446.3087248322147)",30.782754899075538,106.86977341729106,1.068954006052415,471.30089806723896,1074.7366073307167
"(107.87878787878788, 1446.3087248322147)",30.65563954208379,107.21974601871557,1.0724545717791538,475.2560663451812,1075.8443378052054
"(109.0909090909091, 1446.3087248322147)",30.5293818954014,107.57127703972347,1.0759707244830312,479.25135635034667,1076.9344901335005
"(110.30303030303031, 1446.3087248322147)",30.40397813239208,107.92434347401337,1.079502229996668,483.2866861809903,1078.0068075390227
"(111.51515151515152, 1446.3087248322147)",30.279423049893627,108.278923890606,1.0830488899980841,487.3619800292753,1079.0610789947993
"(112.72727272727273, 1446.3087248322147)",30.15570948637211,108.63499777878039,1.086610482637771,491.4771649432623,1080.0970565898895
"(113.93939393939394, 1446.3087248322147)",30.032827257419626,108.99254603221006,1.0901868225758586,495.6321781929216,1081.1145349956525
"(115.15151515151514, 1446.3087248322147)",29.91076675423474,109.35155045495429,1.0937777280338328,499.82695765084145,1082.113313431648
"(116.36363636363637, 1446.3087248322147)",29.789514568634473,109.71199382458161,1.0973830261916768,504.0614494215813,1083.0931958422195
"(117.57575757575758, 1446.3087248322147)",29.66905804524304,110.07385989565864,1.1010025542053405,508.3356045362667,1084.0539956734706
"(118.7878787878788, 1446.3087248322147)",29.549380110711237,110.43713359520093,1.104636162282836,512.6493804257188,1084.995538849121
"(120.0, 1446.3087248322147)",29.430463312016908,110.8018004245598,1.1082837056220411,517.002741944057,1085.917651086479
"(0.0, 1456.3758389261743)",38.44882774171061,90.7192606034306,0.9074101494753765,304.40357850527323,1017.1266391870532
"(1.2121212121212122, 1456.3758389261743)",38.449191573037474,90.72035351890108,0.9074210781348282,304.4254845324346,1017.1206493954694
"(2.4242424242424243, 1456.3758389261743)",38.45028174879215,90.72363295250082,0.907453892090359,304.4911977295253,1017.1027256503932
"(3.6363636363636367, 1456.3758389261743)",38.452097290591695,90.729101241214,0.9075085690386203,304.6007035026995,1017.072850063613
"(4.848484848484849, 1456.3758389261743)",38.45463360786013,90.7367621952533,0.9075852027282293,304.7539773535763,1017.0311836667305
"(6.0606060606060606, 1456.3758389261743)",38.45787954306056,90.74662610107738,0.9076838744838159,304.9509859757237,1016.9778782054041
"(7.272727272727273, 1456.3758389261743)",38.46178845218761,90.75872958063847,0.9078049335810632,305.1916926909621,1016.9134790344788
"(8.484848484848484, 1456.3758389261743)",38.466228802682416,90.77317140258029,0.9079493870533357,305.4760728379243,1016.8394774343832
"(9.696969696969697, 1456.3758389261743)",38.47094889671406,90.79013975064058,0.908119105707,305.80413455930574,1016.7585898596136
"(10.90909090909091, 1456.3758389261743)",38.47557464048217,90.8099137621992,0.908316890741689,306.1759371425064,1016.6748366222349
"(12.121212121212121, 1456.3758389261743)",38.479638783822274,90.83284305509726,0.9085462344610336,306.5916007985127,1016.5931836178919
"(13.333333333333332, 1456.3758389261743)",38.48262222049962,90.85931900502997,0.9088110709105698,307.0513064758952,1016.5191793468808
"(14.545454545454547, 1456.3758389261743)",38.48399240809616,90.88974603091138,0.9091154060361252,307.55528932604403,1016.4584228205274
"(15.75757575757576, 1456.3758389261743)",38.48323303621498,90.92451970332137,0.9094632346114148,308.1038273749635,1016.4164539047479
"(16.96969696969697, 1456.3758389261743)",38.47986540071547,90.96401211675858,0.9098582550766459,308.6972290274002,1016.398350513755
"(18.181818181818183, 1456.3758389261743)",38.4734591493797,91.00856315450977,0.910303877193112,309.3358227276836,1016.408750097184
"(19.393939393939394, 1456.3758389261743)",38.463636667022335,91.0584763080053,0.9108031280511663,310.0199428489748,1016.4517268631263
"(20.606060606060606, 1456.3758389261743)",38.450073996981246,91.11401791501218,0.9113586553236902,310.7499237801496,1016.53080242952
"(21.81818181818182, 1456.3758389261743)",38.43249914037202,91.17541775354402,0.9119728178797344,311.5260915863144,1016.649086131151
"(23.030303030303028, 1456.3758389261743)",38.41068775925786,91.24287111802248,0.9126475105451209,312.34875773871056,1016.8090260753244
"(24.242424242424242, 1456.3758389261743)",38.38446091802784,91.31654149179657,0.9133843838497643,313.21821463206084,1017.0127336592062
"(25.454545454545457, 1456.3758389261743)",38.35367849358776,91.39656257692124,0.9141847930547239,314.13473909326865,1017.2619058253559
"(26.666666666666664, 1456.3758389261743)",38.31823578787891,91.48304399427323,0.9150498152506358,315.0985771162995,1017.5578652285858
"(27.87878787878788, 1456.3758389261743)",38.2780632065956,91.57605880909017,0.9159801857958718,316.1099564566663,1017.9014550715494
"(29.090909090909093, 1456.3758389261743)",38.2331170802289,91.6756754691143,0.9169765919278084,317.1690791817066,1018.2934741628197
"(30.303030303030305, 1456.3758389261743)",38.18338063393143,91.78192974485422,0.9180393888705926,318.2761228306423,1018.7342623030393
"(31.51515151515152, 1456.3758389261743)",38.1288607279741,91.89484164095447,0.9191687789375008,319.43124196776427,1019.2239595720858
"(32.72727272727273, 1456.3758389261743)",38.06988875852759,92.0117213040466,0.9203378557831219,320.63457163227616,1019.7232451793843
"(33.93939393939394, 1456.3758389261743)",38.00559832830352,92.14063277304693,0.9216272940113636,321.88620600332894,1020.3495174897306
"(35.15151515151515, 1456.3758389261743)",37.93696597038098,92.27347103338204,0.9229559747900142,323.18624578981826,1020.9845362869137
"(36.36363636363637, 1456.3758389261743)",37.86376502391571,92.41288735484203,0.9243504779500488,324.5347518978502,1021.6669508884623
"(37.57575757575758, 1456.3758389261743)",37.786088385363236,92.5588283503287,0.9258102379079136,325.9317708783169,1022.3958910412617
"(38.78787878787879, 1456.3758389261743)",37.70404048131898,92.71122945154025,0.9273346038946115,327.3773293539645,1023.170382358322
"(40.0, 1456.3758389261743)",37.617736604698706,92.87001571349447,0.9289228571414522,328.87143623179765,1023.9893691352837
"(41.21212121212121, 1456.3758389261743)",37.52730233985503,93.0351031015856,0.9305741299810303,330.4140840523422,1024.8515951817756
"(42.42424242424242, 1456.3758389261743)",37.43287211661281,93.20639895311248,0.9322874904049223,332.0052478808551,1025.7557280779913
"(43.63636363636364, 1456.3758389261743)",37.33458763250434,93.38380311069493,0.9340619545241478,333.6448887378718,1026.700373891256
"(44.84848484848485, 1456.3758389261743)",37.23259690255276,93.56720871129352,0.9358964601755265,335.3329531354069,1027.6840392007625
"(46.060606060606055, 1456.3758389261743)",37.12705394432087,93.7565028841174,0.9377898591743354,337.06937259252385,1028.705120298958
"(47.27272727272727, 1456.3758389261743)",37.018117665698334,93.95156766419048,0.9397409551388451,338.8540671860782,1029.7619547275417
"(48.484848484848484, 1456.3758389261743)",36.905949372039,94.15228062665257,0.9417485823088496,340.68694472537265,1030.8529368922136
"(49.696969696969695, 1456.3758389261743)",36.790714747197704,94.35851534244249,0.9438114240623365,342.5679008709324,1031.9762536359603
"(50.909090909090914, 1456.3758389261743)",36.67258048399633,94.57014321523897,0.9459282102829377,344.4968208165744,1033.1301699981736
"(52.121212121212125, 1456.3758389261743)",36.55171454563484,94.78703234986027,0.9480976271824911,346.47358099716973,1034.3128961746459
"(53.33333333333333, 1456.3758389261743)",36.428285784174655,95.0090495111596,0.9503183155011239,348.4980472800986,1035.5225867047593
"(54.54545454545455, 1456.3758389261743)",36.30246127366952,95.23606305065262,0.9525890049167162,350.57007814972206,1036.75753303771
"(55.75757575757576, 1456.3758389261743)",36.17439483156242,95.46771250395884,0.9549060550178814,352.6895238586759,1038.0125831136747
"(56.96969696969697, 1456.3758389261743)",36.044292586138596,95.70452510984501,0.9572747519935759,354.85622676655066,1039.2955932509392
"(58.18181818181819, 1456.3758389261743)",35.91227663925866,95.9457095069741,0.959687171761199,357.07002427976533,1040.5951856006384
"(59.3939393939394, 1456.3758389261743)",35.77852024818967,96.19135069017833,0.9621441652495676,359.33074662353044,1041.9127692097322
"(60.60606060606061, 1456.3758389261743)",35.643180344866096,96.44131684627712,0.9646444330967936,361.6382186380464,1043.2466268787603
"(61.81818181818181, 1456.3758389261743)",35.50640990434712,96.69547804964245,0.967186654547772,363.9922629230975,1044.595012492114
"(63.03030303030304, 1456.3758389261743)",35.368357226216666,96.95370642702686,0.9697695575629053,366.39269555017154,1045.9562574105696
"(64.24242424242425, 1456.3758389261743)",35.22916686290663,97.21587670583502,0.9723918891785411,368.83932697076506,1047.3287263966404
"(65.45454545454545, 1456.3758389261743)",35.08897759533041,97.48186637003683,0.9750524240765516,371.33197611313085,1048.7108159983568
"(66.66666666666667, 1456.3758389261743)",34.94792398778565,97.75155588639642,0.9777499579279557,373.8704423616164,1050.1009728757417
"(67.87878787878788, 1456.3758389261743)",34.806134570803735,98.02482898833948,0.9804833517586731,376.45453503670126,1051.4977289339836
"(69.0909090909091, 1456.3758389261743)",34.663733611099104,98.30157265021433,0.9832514552090588,379.08406027441447,1052.8996026810603
"(70.3030303030303, 1456.3758389261743)",34.520838688280584,98.58167745755632,0.9860531738194103,381.75882097994975,1054.3051972671105
"(71.51515151515152, 1456.3758389261743)",34.37549953442365,98.85129191296991,0.9887499630612091,384.4787941772598,1055.5127627642325
"(72.72727272727273, 1456.3758389261743)",34.23401157867901,99.15155093549814,0.9917532736248199,387.2432647274081,1057.1222411557187
"(73.93939393939394, 1456.3758389261743)",34.09028758210236,99.44111905816338,0.9946496431159931,390.0525559802547,1058.5311524504198
"(75.15151515151516, 1456.3758389261743)",33.94648563782626,99.73364729893758,0.9975756299159936,392.90629934599906,1059.9387455652127
"(76.36363636363636, 1456.3758389261743)",33.802695554022684,100.02904263896205,1.000530294233969,395.8043018318883,1061.3438448041604
"(77.57575757575758, 1456.3758389261743)",33.65900329084677,100.32722280306957,1.0035128115155536,398.7463688620338,1062.7454438820944
"(78.78787878787878, 1456.3758389261743)",33.515487907300475,100.6281022445723,1.006522327375499,401.73231553929645,1064.1424833901212
"(80.0, 1456.3758389261743)",33.3722225512507,100.93159898929301,1.009558022946961,404.76194747572396,1065.5339651383063
"(81.21212121212122, 1456.3758389261743)",33.22927741947916,101.23763805753376,1.0126191472272235,407.8350778460448,1066.91898220971
"(82.42424242424242, 1456.3758389261743)",33.08671621705353,101.5461466451986,1.0157049723135863,410.9515360529901,1068.2966451016957
"(83.63636363636364, 1456.3758389261743)",32.9445984712409,101.85705542519771,1.0188148059213755,414.11112798677624,1069.6661396973745
"(84.84848484848484, 1456.3758389261743)",32.802979253330214,102.17029827506649,1.021947985871461,417.31368054687476,1071.0266747155886
"(86.06060606060606, 1456.3758389261743)",32.66190865408659,102.48581208495801,1.025103880637102,420.5590209922534,1072.377503157083
"(87.27272727272728, 1456.3758389261743)",32.521433721327654,102.80353720661218,1.0282818898085169,423.84697768449774,1073.7179222379727
"(88.48484848484848, 1456.3758389261743)",32.38159685252832,103.12341665429999,1.031481443977965,427.17738374657745,1075.047269563613
"(89.6969696969697, 1456.3758389261743)",32.242435052812375,103.44539658614296,1.0347020168857655,430.5500743250862,1076.3649435555249
"(90.9090909090909, 1456.3758389261743)",32.103983711129,103.76942571243181,1.0379430944367412,433.9648968922239,1077.6703480257145
"(92.12121212121211, 1456.3758389261743)",31.96627386732404,104.09545535704635,1.0412041706731214,437.4216880792745,1078.9629094782242
"(93.33333333333333, 1456.3758389261743)",31.829333509116832,104.42343941918,1.0444848014631956,440.92030713059756,1080.2421218460026
"(94.54545454545455, 1456.3758389261743)",31.69318707494626,104.75333435839812,1.0477845408142545,444.46059639762416,1081.5074932446119
"(95.75757575757576, 1456.3758389261743)",31.55785610526735,105.08509859495472,1.051102978756548,448.0424205444356,1082.7585619399329
"(96.96969696969697, 1456.3758389261743)",31.423358993001038,105.41869303087225,1.0544397230242175,451.6656384879433,1083.9948977285344
"(98.18181818181819, 1456.3758389261743)",31.289712219891427,105.75408059146721,1.0577944024128734,455.33011827926396,1085.2160919461958
"(99.39393939393939, 1456.3758389261743)",31.156928227116673,106.09122616437078,1.061166665023321,459.0357307667957,1086.421761247034
"(100.6060606060606, 1456.3758389261743)",31.025017846801255,106.43009650730232,1.0645561897221445,462.7823523298025,1087.6115615608371
"(101.81818181818183, 1456.3758389261743)",30.89398999321814,106.77066015164701,1.0679626362086498,466.5698634097313,1088.78511684045
"(103.03030303030303, 1456.3758389261743)",30.763850589457007,107.11288737295526,1.071385728655652,470.39814913816406,1089.942140246242
"(104.24242424242425, 1456.3758389261743)",30.63460368426409,107.45675011199735,1.0748251810379408,474.26710073641334,1091.0823239966949
"(105.45454545454545, 1456.3758389261743)",30.506250889880665,107.80222167749113,1.0782807247262771,478.17661323552016,1092.2053818356349
"(106.66666666666666, 1456.3758389261743)",30.378791559001847,108.14927713768402,1.0817521132808716,482.12658746723594,1093.3110540223554
"(107.87878787878788, 1456.3758389261743)",30.252224460969842,108.49789259300978,1.0852391026158918,486.1169235181436,1094.3990849895647
"(109.0909090909091, 1456.3758389261743)",30.126544293719988,108.84803595738771,1.088741375206485,490.1475462752459,1095.4690874147352
"(110.30303030303031, 1456.3758389261743)",30.001748856348506,109.19971517713756,1.0922590108288301,494.2183583858123,1096.5212748346985
